Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Monday,10:00 AM,11:00 AM,AC 3,Check-in Set Up,CH,duty,"Under the direction of the AC over Check-in Coordination, ensure CNs assigned to Check-in Setup meet at 10:00 AM to assist with: 
 Setting up speakers and FSY signs near entrances. 
 Posting printed directional signs for traffic flow and line organization. 
 Setting up tents, chairs, and tables (Solutions Table, WC, inperson registration, etc.). 
 Opening and distributing materials to designated tables. 
 Organizing name tags (alphabetized by last name) and wristbands on tables. 
 Organizing kits by size (leave items in plastic bags). 
 Placing special order kits (with participant names) on the Solutions Table."
Monday,10:00 AM,11:00 AM,AC 4,Music Performance Coordinator (Singers),MU,duty,Time for the Music Performance Coordinator to organize singers for the week.
Monday,10:00 AM,11:00 AM,AC 6,Check-in Set Up,CH,duty,"Under the direction of the AC over Check-in Coordination, ensure CNs assigned to Check-in Setup meet at 10:00 AM to assist with: 
 Setting up speakers and FSY signs near entrances. 
 Posting printed directional signs for traffic flow and line organization. 
 Setting up tents, chairs, and tables (Solutions Table, WC, inperson registration, etc.). 
 Opening and distributing materials to designated tables. 
 Organizing name tags (alphabetized by last name) and wristbands on tables. 
 Organizing kits by size (leave items in plastic bags). 
 Placing special order kits (with participant names) on the Solutions Table."
Monday,10:00 AM,11:00 AM,AC 8,Check-in Set Up,CH,duty,"Under the direction of the AC over Check-in Coordination, ensure CNs assigned to Check-in Setup meet at 10:00 AM to assist with: 
 Setting up speakers and FSY signs near entrances. 
 Posting printed directional signs for traffic flow and line organization. 
 Setting up tents, chairs, and tables (Solutions Table, WC, inperson registration, etc.). 
 Opening and distributing materials to designated tables. 
 Organizing name tags (alphabetized by last name) and wristbands on tables. 
 Organizing kits by size (leave items in plastic bags). 
 Placing special order kits (with participant names) on the Solutions Table."
Monday,10:00 AM,11:00 AM,AC 10,Counselor Dance,CO,duty,"During the staff business meeting, announce the time and location for counselor
orientation dance practice. This practice serves two purposes:
• Run-through for CNs who already know the dance and will perform
• Training for CNs who need to learn or refine the dance
Your Responsibilities:
• Train and support all CNs – Some CNs may not have fully learned the dance
yet. Provide clear instruction and encouragement to help them feel
confident.
• Supervise and organize the dancers – If necessary, select which CNs will
perform.
• Emphasize the purpose. The counselor orientation dance sets the tone for
orientation and helps participants feel connected, excited, and ready for a
week of fun.
• Be familiar with the dance. Know it well enough to teach the moves, spacing,
and timing effectively.
• Prepare the music. The song is available on the FSY laptop or iPads. Since the
main stage speakers will not be available, bring portable speakers.
• Plan staging and placement – Decide where dancers will be positioned.
Consider using:
o The stage
o The area in front of the stage
o The aisles (if space allows)
• Refine the performance – Ensure:
o Lines are straight
o Movements are synchronized
o Dancers are engaging and energetic
By creating a positive, enthusiastic dance experience, you help set the stage for a
successful orientation and an unforgettable FSY week."
Monday,11:00 AM,12:00 PM,CN A,Check-in #1,CH,duty,"As a Counselor (CN) assigned to Check-in, your role is to help create a smooth,
organized, and welcoming experience for participants as they arrive. Below are your
responsibilities before, during, and after Check-in.
BEFORE Check-in (Monday Morning)
1. Arrive Early & Check In
o Meet with the Check-in Lead 15 minutes before your shift to receive
your assignment.
o Be prepared to assist in setting up the Check-in area if assigned to the
morning shift.
2. Assist with Setup (If Assigned to Check-in Setup at 10:00 AM)
o Help set up speakers and post FSY directional signs near entrances.
o Assist with setting up tents, chairs, and tables (Solutions Table, WC
table, in-person registration, etc.).
o Open boxed materials and distribute items to designated tables.
o Organize:
 Name tags (alphabetized by last name).
 Wristbands (placed on tables for easy distribution).
 Participant kits by size (leave items in plastic bags).
 Special order kits (place those with participant names on the
Solutions Table).
DURING Check-in (Monday Afternoon)
1. Maintain a Professional & Welcoming Atmosphere
o Be friendly, alert, and helpful at all times.
o Do not:
 Cheer loudly or cause distractions.
 Eat at the Check-in station.
 Sit on tables.
 Wear sunglasses (engagement with participants is key!).
o Answer questions confidently and clearly, or direct participants to the
Solutions Table if you are unsure.
2. Your Assigned Duties (as directed by the Check-in Lead):
o Material Distribution: Hand out participant ID cards, wristbands, and
participant kits.
o Directional Support: Guide participants and parents to the correct
lines and locations.
3. Room Change Requests & Questions
o Do not attempt to resolve room change requests—direct all such
questions to the SCs at the Solutions Table.
4. Be On Time for Your Next Assignment
o Leave promptly when excused so you arrive on time for ""Meet Your
Counselor.""
SHIRT DISTRIBUTION
• T-shirt sizes are pre-distributed based on statistical data.
• Each participant must receive a T-shirt, but they may not always get their
preferred size.
• Use sample shirts to help participants find the best fit.
• If a participant asks for a size that is too small or too large, kindly explain that
those sizes need to remain available for those who need them and guide
them to an appropriate option.
AFTER Check-in (Monday Evening)
1. Assist with Clean-Up
o Return all extra materials to the designated storage area.
o Do not take or give out extra materials, these are saved for
participants who may need replacements.
o Recycle or dispose of empty boxes and unneeded materials.
2. Express Appreciation
o Thank your fellow CNs, the Check-in Lead, and other FSY staff who
worked alongside you."
Monday,11:00 AM,12:00 PM,CN B,Check-in #1,CH,duty,"As a Counselor (CN) assigned to Check-in, your role is to help create a smooth,
organized, and welcoming experience for participants as they arrive. Below are your
responsibilities before, during, and after Check-in.
BEFORE Check-in (Monday Morning)
1. Arrive Early & Check In
o Meet with the Check-in Lead 15 minutes before your shift to receive
your assignment.
o Be prepared to assist in setting up the Check-in area if assigned to the
morning shift.
2. Assist with Setup (If Assigned to Check-in Setup at 10:00 AM)
o Help set up speakers and post FSY directional signs near entrances.
o Assist with setting up tents, chairs, and tables (Solutions Table, WC
table, in-person registration, etc.).
o Open boxed materials and distribute items to designated tables.
o Organize:
 Name tags (alphabetized by last name).
 Wristbands (placed on tables for easy distribution).
 Participant kits by size (leave items in plastic bags).
 Special order kits (place those with participant names on the
Solutions Table).
DURING Check-in (Monday Afternoon)
1. Maintain a Professional & Welcoming Atmosphere
o Be friendly, alert, and helpful at all times.
o Do not:
 Cheer loudly or cause distractions.
 Eat at the Check-in station.
 Sit on tables.
 Wear sunglasses (engagement with participants is key!).
o Answer questions confidently and clearly, or direct participants to the
Solutions Table if you are unsure.
2. Your Assigned Duties (as directed by the Check-in Lead):
o Material Distribution: Hand out participant ID cards, wristbands, and
participant kits.
o Directional Support: Guide participants and parents to the correct
lines and locations.
3. Room Change Requests & Questions
o Do not attempt to resolve room change requests—direct all such
questions to the SCs at the Solutions Table.
4. Be On Time for Your Next Assignment
o Leave promptly when excused so you arrive on time for ""Meet Your
Counselor.""
SHIRT DISTRIBUTION
• T-shirt sizes are pre-distributed based on statistical data.
• Each participant must receive a T-shirt, but they may not always get their
preferred size.
• Use sample shirts to help participants find the best fit.
• If a participant asks for a size that is too small or too large, kindly explain that
those sizes need to remain available for those who need them and guide
them to an appropriate option.
AFTER Check-in (Monday Evening)
1. Assist with Clean-Up
o Return all extra materials to the designated storage area.
o Do not take or give out extra materials, these are saved for
participants who may need replacements.
o Recycle or dispose of empty boxes and unneeded materials.
2. Express Appreciation
o Thank your fellow CNs, the Check-in Lead, and other FSY staff who
worked alongside you."
Monday,11:00 AM,12:00 PM,CN C,Lunch/Time-off,LU,break,Scheduled break or personal time away from duties and session activities.
Monday,11:00 AM,12:00 PM,CN D,Lunch/Time-off,LU,break,Scheduled break or personal time away from duties and session activities.
Monday,11:00 AM,12:00 PM,CN G,Lunch/Time-off,LU,break,Scheduled break or personal time away from duties and session activities.
Monday,11:00 AM,12:00 PM,CN H,Lunch/Time-off,LU,break,Scheduled break or personal time away from duties and session activities.
Monday,11:00 AM,12:00 PM,CN I,Check-in #1,CH,duty,"As a Counselor (CN) assigned to Check-in, your role is to help create a smooth,
organized, and welcoming experience for participants as they arrive. Below are your
responsibilities before, during, and after Check-in.
BEFORE Check-in (Monday Morning)
1. Arrive Early & Check In
o Meet with the Check-in Lead 15 minutes before your shift to receive
your assignment.
o Be prepared to assist in setting up the Check-in area if assigned to the
morning shift.
2. Assist with Setup (If Assigned to Check-in Setup at 10:00 AM)
o Help set up speakers and post FSY directional signs near entrances.
o Assist with setting up tents, chairs, and tables (Solutions Table, WC
table, in-person registration, etc.).
o Open boxed materials and distribute items to designated tables.
o Organize:
 Name tags (alphabetized by last name).
 Wristbands (placed on tables for easy distribution).
 Participant kits by size (leave items in plastic bags).
 Special order kits (place those with participant names on the
Solutions Table).
DURING Check-in (Monday Afternoon)
1. Maintain a Professional & Welcoming Atmosphere
o Be friendly, alert, and helpful at all times.
o Do not:
 Cheer loudly or cause distractions.
 Eat at the Check-in station.
 Sit on tables.
 Wear sunglasses (engagement with participants is key!).
o Answer questions confidently and clearly, or direct participants to the
Solutions Table if you are unsure.
2. Your Assigned Duties (as directed by the Check-in Lead):
o Material Distribution: Hand out participant ID cards, wristbands, and
participant kits.
o Directional Support: Guide participants and parents to the correct
lines and locations.
3. Room Change Requests & Questions
o Do not attempt to resolve room change requests—direct all such
questions to the SCs at the Solutions Table.
4. Be On Time for Your Next Assignment
o Leave promptly when excused so you arrive on time for ""Meet Your
Counselor.""
SHIRT DISTRIBUTION
• T-shirt sizes are pre-distributed based on statistical data.
• Each participant must receive a T-shirt, but they may not always get their
preferred size.
• Use sample shirts to help participants find the best fit.
• If a participant asks for a size that is too small or too large, kindly explain that
those sizes need to remain available for those who need them and guide
them to an appropriate option.
AFTER Check-in (Monday Evening)
1. Assist with Clean-Up
o Return all extra materials to the designated storage area.
o Do not take or give out extra materials, these are saved for
participants who may need replacements.
o Recycle or dispose of empty boxes and unneeded materials.
2. Express Appreciation
o Thank your fellow CNs, the Check-in Lead, and other FSY staff who
worked alongside you."
Monday,11:00 AM,12:00 PM,CN J,Check-in #1,CH,duty,"As a Counselor (CN) assigned to Check-in, your role is to help create a smooth,
organized, and welcoming experience for participants as they arrive. Below are your
responsibilities before, during, and after Check-in.
BEFORE Check-in (Monday Morning)
1. Arrive Early & Check In
o Meet with the Check-in Lead 15 minutes before your shift to receive
your assignment.
o Be prepared to assist in setting up the Check-in area if assigned to the
morning shift.
2. Assist with Setup (If Assigned to Check-in Setup at 10:00 AM)
o Help set up speakers and post FSY directional signs near entrances.
o Assist with setting up tents, chairs, and tables (Solutions Table, WC
table, in-person registration, etc.).
o Open boxed materials and distribute items to designated tables.
o Organize:
 Name tags (alphabetized by last name).
 Wristbands (placed on tables for easy distribution).
 Participant kits by size (leave items in plastic bags).
 Special order kits (place those with participant names on the
Solutions Table).
DURING Check-in (Monday Afternoon)
1. Maintain a Professional & Welcoming Atmosphere
o Be friendly, alert, and helpful at all times.
o Do not:
 Cheer loudly or cause distractions.
 Eat at the Check-in station.
 Sit on tables.
 Wear sunglasses (engagement with participants is key!).
o Answer questions confidently and clearly, or direct participants to the
Solutions Table if you are unsure.
2. Your Assigned Duties (as directed by the Check-in Lead):
o Material Distribution: Hand out participant ID cards, wristbands, and
participant kits.
o Directional Support: Guide participants and parents to the correct
lines and locations.
3. Room Change Requests & Questions
o Do not attempt to resolve room change requests—direct all such
questions to the SCs at the Solutions Table.
4. Be On Time for Your Next Assignment
o Leave promptly when excused so you arrive on time for ""Meet Your
Counselor.""
SHIRT DISTRIBUTION
• T-shirt sizes are pre-distributed based on statistical data.
• Each participant must receive a T-shirt, but they may not always get their
preferred size.
• Use sample shirts to help participants find the best fit.
• If a participant asks for a size that is too small or too large, kindly explain that
those sizes need to remain available for those who need them and guide
them to an appropriate option.
AFTER Check-in (Monday Evening)
1. Assist with Clean-Up
o Return all extra materials to the designated storage area.
o Do not take or give out extra materials, these are saved for
participants who may need replacements.
o Recycle or dispose of empty boxes and unneeded materials.
2. Express Appreciation
o Thank your fellow CNs, the Check-in Lead, and other FSY staff who
worked alongside you."
